OACI;CIAD;Nome;Município;UF;Tipo;LATGEOPOINT;LONGEOPOINT;Latitude;Longitude;Altitude;Operação Diurna;Operação Noturna;Rampa de Aproximação;Formato da Área de Pouso;Dimensões;Resistência do Pavimento;Superfície;Validade do Registro;Portaria de Registro;Link Portaria;Luzes de Aproximação;Luzes de Área de Toque e Elevação Inicial (TLOF);Indicador Visual de Rampa de Aproximação;Luzes Indicadoras de Área de Aproximação Final de Decolagem (FATO);Luzes de Obstáculo;Luzes de Ponto de Vizada de Heliponto
SJEI;SP0613;New England;SÃO PAULO;São Paulo;Elevado;-23,552222;-46,661667;23°33'08.9"S;046°39'42.0"W;890,0;VFR;VFR;17;Quadrado;21 m;12,00;Concreto;02/05/2023;PA2013-1098;https://pergamum.anac.gov.br/arquivos/PA2013-1098.pdf;;;;;;
SITP;SP0555;Sítio Santa Izabel;IBIÚNA;São Paulo;No solo;-23,6025;-47,273333;23°36'09.0"S;047°16'24.0"W;848,0;VFR;VFR;32;Quadrado;24 m;6,00;Concreto;16/07/2025;PA2015-1853;https://pergamum.anac.gov.br/arquivos/PA2015-1853.pdf;;;;;;
SIRZ;SP0548;Condomínio Faria Lima - Pinheiros;SÃO PAULO;São Paulo;Elevado;-23,569444;-46,691111;23°34'10.0"S;046°41'28.0"W;827,0;VFR;VFR;14;Quadrado;19,9 m;4,00;Concreto;19/03/2023;PA2014-0939;https://pergamum.anac.gov.br/arquivos/PA2014-0939.pdf;;;;;;
SDNP;SP0390;Condomínio Conde Matarazzo;SÃO PAULO;São Paulo;Elevado;-23,5475;-46,6375;23°32'51.6"S;046°38'15.5"W;806,0;VFR;VFR;9;Quadrado;18 m;3,00;Concreto;24/01/2023;PA2013-0191;https://pergamum.anac.gov.br/arquivos/PA2013-0191.pdf;;;;;;
SIEP;SP0484;Riachuelo/Matriz;SÃO PAULO;São Paulo;Elevado;-23,501111;-46,646389;23°30'04.0"S;046°38'47.0"W;791,0;VFR;VFR;11;Quadrado;25 m;6,00;Concreto;07/10/2023;PA2013-2600;https://pergamum.anac.gov.br/arquivos/PA2013-2600.pdf;;;;;;
SJAY;MA0059;Alphaville Araçagy;PAÇO DO LUMIAR;Maranhão;No solo;-2,47;-44,173889;02°28'12.0"S;044°10'26.0"W;38,0;VFR;;19;Quadrado;21 m;3,00;Concreto;20/01/2027;PA2017-0068;https://pergamum.anac.gov.br/arquivos/PA2017-0068.pdf;;;;;;
SDJH;GO0154;Heliponto Privado Hiper Moreira;GOIÂNIA;Goiás;Elevado;-16,686667;-49,282222;16°41'12.0"S;049°16'56.0"W;771,0;VFR;Sem Operação;19;Quadrado;18 m;3,00;Aço;13/03/2027;PA2017-0621;https://pergamum.anac.gov.br/arquivos/PA2017-0621.pdf;;;;;;
SDOP;SP0398;EMS Sigma Pharma 2;HORTOLÂNDIA;São Paulo;Elevado;-22,895556;-47,190278;22°53'44.8"S;047°11'25.6"W;648,0;VFR;VFR;15 36;Quadrado;20 m;4,00;Metálico;13/08/2030;PA2020-1899;https://pergamum.anac.gov.br/arquivos/PA2020-1899.pdf;;;;;;
SJCV;MG0240;Roots;CAMANDUCAIA;Minas Gerais;No solo;-22,865;-46,036667;22°51'54.0"S;046°02'12.0"W;1550,0;VFR;VFR;11;Quadrado;18 m;3,00;Concreto;10/04/2024;PA2019-370;https://pergamum.anac.gov.br/arquivos/PA2019-370.pdf;;;;;;
SSQN;CE0072;BS Design;FORTALEZA;Ceará;Elevado;-3,7375;-38,499444;03°44'15.0"S;038°29'58.0"W;106,0;VFR;VFR;36;Quadrado;22 m;4,00;Concreto;01/04/2029;PA2019-0922;https://pergamum.anac.gov.br/arquivos/PA2019-0922.pdf;;;;;;
SNSZ;SP1222;Miss Silvia Morizono;SÃO PAULO;São Paulo;Elevado;-23,592222;-46,681111;23°35'32.0"S;046°40'52.0"W;801,0;VFR;VFR;30;Quadrado;22,5 m;6,00;Concreto;23/09/2029;PA2019-2904;https://pergamum.anac.gov.br/arquivos/PA2019-2904.pdf;;;;;;
SDAC;SP0286;Aché;GUARULHOS;São Paulo;Elevado;-23,474722;-46,522222;23°28'29.0"S;046°31'20.0"W;745,0;VFR;VFR;5;Quadrado;22,78 m;4,00;Concreto;13/08/2030;PA2020-1825;https://pergamum.anac.gov.br/arquivos/PA2020-1825.pdf;;;;;;
SDDH;SP0309;Birmann 29;SÃO PAULO;São Paulo;Elevado;-23,588611;-46,681111;23°35'19.4"S;046°40'52.3"W;797,0;VFR;VFR;27;Quadrado;24 m;6,00;Concreto;20/08/2022;PA2013-1288;https://pergamum.anac.gov.br/arquivos/PA2013-1288.pdf;;;;;;
SWYF;SP0842;Ambipar;NOVA ODESSA;São Paulo;No solo;-22,759722;-47,254167;22°45'35.6"S;047°15'15.0"W;623,0;VFR;VFR;3;Quadrado;22 m;5,00;Asfalto;28/10/2024;PA2014-2509;https://pergamum.anac.gov.br/arquivos/PA2014-2509.pdf;;;;;;
SDFS;SP0330;Fazenda Santa Gertrudes;DOURADO;São Paulo;No solo;-22,092222;-48,3475;22°05'32.0"S;048°20'51.0"W;634,0;VFR;VFR;7;Quadrado;21 m;6,00;Concreto;09/04/2031;PA2021-4643;https://pergamum.anac.gov.br/arquivos/PA2021-4643.pdf;;;;;;
SIYT;SP0578;Office Tower Itaim;SÃO PAULO;São Paulo;Elevado;-23,581111;-46,679444;23°34'52.0"S;046°40'46.0"W;805,0;VFR;VFR;21;Quadrado;19,5 m;4,50;Concreto;02/03/2025;PA2015-0505;https://pergamum.anac.gov.br/arquivos/PA2015-0505.pdf;;;;;;
SJDK;SP0609;Oeste Plaza Shopping-MC;ANDRADINA;São Paulo;No solo;-20,884722;-51,369444;20°53'05.0"S;051°22'10.0"W;408,0;VFR;;27;Quadrado;20 m;4,50;Concreto;05/06/2025;PA2015-1338;https://pergamum.anac.gov.br/arquivos/PA2015-1338.pdf;;;;;;
SDGL;RJ0039;Catedral Mundial da Fé;RIO DE JANEIRO;Rio de Janeiro;Elevado;-22,880833;-43,274722;22°52'51.0"S;043°16'29.0"W;45,0;VFR;VFR;1 19;Quadrado;21 m;5,00;Concreto;16/09/2023;PA2013-2401;https://pergamum.anac.gov.br/arquivos/PA2013-2401.pdf;;;;;;
SJTD;SP0661;Plaza JK;SÃO PAULO;São Paulo;Elevado;-23,590833;-46,685;23°35'27.0"S;046°41'06.0"W;798,0;VFR;VFR;6;Quadrado;21 m;4,50;Concreto;26/03/2023;PA2015-1365;https://pergamum.anac.gov.br/arquivos/PA2015-1365.pdf;;;;;;
SSOV;SP0766;Icon Alphaville;BARUERI;São Paulo;Elevado;-23,492778;-46,848056;23°29'34.0"S;046°50'53.0"W;846,0;VFR;VFR;26;Quadrado;21 m;4,50;Metálico;07/11/2024;PA2014-2631;https://pergamum.anac.gov.br/arquivos/PA2014-2631.pdf;;;;;;
SIEY;MG0225;Palácio das Mangabeiras;BELO HORIZONTE;Minas Gerais;No solo;-19,953333;-43,912222;19°57'12.0"S;043°54'44.0"W;1166,0;VFR;VFR;10 28;Quadrado;21 m;5,00;Concreto;23/07/2023;PA2013-1895;https://pergamum.anac.gov.br/arquivos/PA2013-1895.pdf;;;;;;
SSHM;RS0112;Hospital Moinhos de Vento;PORTO ALEGRE;Rio Grande do Sul;No solo;-30,026389;-51,209167;30°01'35.0"S;051°12'33.0"W;82,0;VFR;VFR;9 27;Quadrado;19,5 m;4,00;Concreto;04/03/2023;PA2013-0547;https://pergamum.anac.gov.br/arquivos/PA2013-0547.pdf;;;;;;
SJCG;RJ0098;Iate Clube de Santos;ANGRA DOS REIS;Rio de Janeiro;No solo;-22,977778;-44,433333;22°58'40.7"S;044°26'00.8"W;65,0;VFR;VFR;3;Quadrado;24 m;6,00;Grama;27/11/2024;PA2014-2822;https://pergamum.anac.gov.br/arquivos/PA2014-2822.pdf;;;;;;
SJXR;SP0679;B. Cao Viño;PRAIA GRANDE;São Paulo;Elevado;-24,01;-46,416944;24°00'36.0"S;046°25'01.9"W;52,0;VFR;VFR;27;Quadrado;20 m;4,00;Concreto;23/11/2021;PA2013-1324;https://pergamum.anac.gov.br/arquivos/PA2013-1324.pdf;;;;;;
SSJF;PR0139;Polícia Federal Curitiba;CURITIBA;Paraná;No solo;-25,376111;-49,227778;25°22'34.0"S;049°13'40.0"W;954,0;VFR;VFR;14 32;Quadrado;26 m;6,00;Concreto;29/11/2022;PA2013-1323;https://pergamum.anac.gov.br/arquivos/PA2013-1323.pdf;;;;;;
SJSP;RJ0112;Caragoatá;PARATY;Rio de Janeiro;No solo;-23,241111;-44,594444;23°14'28.0"S;044°35'40.0"W;20,0;VFR;VFR;16;Quadrado;21 m;5,00;Concreto;04/10/2022;PA2012-2007;https://pergamum.anac.gov.br/arquivos/PA2012-2007.pdf;;;;;;
SIJP;RJ0085;Bolsa-RJ;RIO DE JANEIRO;Rio de Janeiro;Elevado;-22,902222;-43,174167;22°54'08.0"S;043°10'27.0"W;49,0;VFR;VFR;21 30;Quadrado;20,6 m;4,25;Concreto;13/08/2030;PA2020-1824;https://pergamum.anac.gov.br/arquivos/PA2020-1824.pdf;;;;;;
SSMG;SP0761;Uno;SANTOS;São Paulo;Elevado;-23,956667;-46,331111;23°57'24.7"S;046°19'52.3"W;69,0;VFR;VFR;14;Quadrado;21 m;4,50;Concreto;06/11/2024;PA2014-2593;https://pergamum.anac.gov.br/arquivos/PA2014-2593.pdf;;;;;;
;SP1094;Parque da Cidade Torre B1;SÃO PAULO;São Paulo;Elevado;-23,625;-46,705;23°37'30.0"S;046°42'18.0"W;837,0;VFR;VFR;20;Quadrado;;5,00;Concreto;05/03/2031;PA2021-4311;https://pergamum.anac.gov.br/arquivos/PA2021-4311.pdf;;;;;;
;SP1095;Parque da Cidade Torre B3;SÃO PAULO;São Paulo;Elevado;-23,625;-46,703889;23°37'30.0"S;046°42'14.0"W;813,0;VFR;VFR;31;Quadrado;;5,00;Concreto;08/03/2031;PA2021-4379;https://pergamum.anac.gov.br/arquivos/PA2021-4379.pdf;;;;;;
SICZ;SP0477;Edifício Comercial Lorena;SÃO PAULO;São Paulo;No solo;-23,573333;-46,655556;23°34'24.2"S;046°39'20.3"W;806,0;VFR;VFR;1;Quadrado;21 m;4,25;Concreto;16/01/2023;PA2013-0111;https://pergamum.anac.gov.br/arquivos/PA2013-0111.pdf;;;;;;
SIBL;PA0153;Clínica Porto Dias;BELÉM;Pará;No solo;-1,4375;-48,458333;01°26'15.0"S;048°27'30.0"W;51,0;VFR;;2;Quadrado;19,5 m;2,00;Metálico;24/05/2023;PA2013-1326;https://pergamum.anac.gov.br/arquivos/PA2013-1326.pdf;;;;;;
SNQY;SP0724;Colina Verde;RIBEIRÃO PRETO;São Paulo;Elevado;-21,229444;-47,795556;21°13'46.0"S;047°47'44.1"W;649,0;VFR;;5;Quadrado;18 m;3,00;Concreto;21/12/2021;PA2014-2477;https://pergamum.anac.gov.br/arquivos/PA2014-2477.pdf;;;;;;
SJTV;SP0663;Tivoli Center;SÃO PAULO;São Paulo;Elevado;-23,628611;-46,736667;23°37'43.0"S;046°44'12.0"W;806,0;VFR;VFR;3;Quadrado;18 m;3,00;Concreto;31/07/2024;PA2014-1764;https://pergamum.anac.gov.br/arquivos/PA2014-1764.pdf;;;;;;
SIKD;SP0515;SODEPA;SÃO PAULO;São Paulo;No solo;-23,573611;-46,704444;23°34'25.0"S;046°42'16.0"W;733,0;VFR;VFR;31;Quadrado;24 m;6,00;Concreto;26/07/2022;PA2014-0066;https://pergamum.anac.gov.br/arquivos/PA2014-0066.pdf;;;;;;
SJWM;SP0674;Pátio das Américas;SÃO JOSÉ DOS CAMPOS;São Paulo;Elevado;-23,213889;-45,908889;23°12'50.0"S;045°54'32.0"W;708,0;VFR;VFR;6 21;Quadrado;21 m;4,50;Concreto;27/03/2025;PA2015-0738;https://pergamum.anac.gov.br/arquivos/PA2015-0738.pdf;;;;;;
SDHY;SP0351;Edifício São Luís Gonzaga;SÃO PAULO;São Paulo;Elevado;-23,556667;-46,661111;23°33'24.1"S;046°39'40.1"W;915,0;VFR;VFR;16;Quadrado;20,5 m;5,00;Concreto;11/07/2022;PA2013-0800;https://pergamum.anac.gov.br/arquivos/PA2013-0800.pdf;;;;;;
SIVC;SP0561;Vicente Spisso;VARGEM GRANDE PAULISTA;São Paulo;No solo;-23,611111;-47,000556;23°36'40.0"S;047°00'02.0"W;921,0;VFR;;7;Quadrado;20 m;3,00;Grama;18/07/2023;PA2013-1855;https://pergamum.anac.gov.br/arquivos/PA2013-1855.pdf;;;;;;
SIAL;PE0026;Summerville;IPOJUCA;Pernambuco;No solo;-8,4352778;-34,9825;08°26'07.0"S;034°58'57.0"W;12,0;VFR;VFR;9;Quadrado;18 m;3,00;Concreto;15/05/2023;PA2013-1218;https://pergamum.anac.gov.br/arquivos/PA2013-1218.pdf;;;;;;
SDHN;RJ0042;Hellix Business Center;ITABORAÍ;Rio de Janeiro;Elevado;-22,744167;-42,852222;22°44'39.0"S;042°51'08.0"W;70,0;VFR;VFR;23;Quadrado;18 m;3,00;Concreto;26/01/2025;PA2015-0170;https://pergamum.anac.gov.br/arquivos/PA2015-0170.pdf;;;;;;
SWZK;RJ0173;CON - CN - CIDADE NOVA;RIO DE JANEIRO;Rio de Janeiro;Elevado;-22,911389;-43,203333;22°54'41.0"S;043°12'12.0"W;39,0;VFR;VFR;34;Quadrado;21 m;5,00;Concreto;17/04/2023;PA2013-0986;https://pergamum.anac.gov.br/arquivos/PA2013-0986.pdf;;;;;;
SBFS;RJ0028;Farol de São Tomé;CAMPOS DOS GOYTACAZES;Rio de Janeiro;No solo;-22,030556;-41,068611;22°01'50.0"S;041°04'07.0"W;3,0;IFR / VFR;Sem Operação;13 31;Retangular;44,4 m x 43,4 m;15,00;Concreto;15/01/2031;PA2020-3894;https://pergamum.anac.gov.br/arquivos/PA2020-3894.pdf;;;;;;
SDWT;SP0442;World Trade Center;SÃO PAULO;São Paulo;Elevado;-23,609167;-46,696111;23°36'33.0"S;046°41'46.4"W;810,0;VFR;VFR;5 27;Quadrado;21 m;4,00;Concreto;07/01/2031;PA2020-3694;https://pergamum.anac.gov.br/arquivos/PA2020-3694.pdf;;;;;;
SJOC;BA0210;CEO;SALVADOR;Bahia;Elevado;-12,979444;-38,452222;12°58'46.0"S;038°27'08.0"W;139,0;VFR;VFR;24;Quadrado;21 m;4,30;Concreto;19/05/2024;PA2014-1160;https://pergamum.anac.gov.br/arquivos/PA2014-1160.pdf;;;;;;
SDKG;SP0371;Francisco Mellão;SÃO PAULO;São Paulo;Elevado;-23,593611;-46,688611;23°35'37.0"S;046°41'19.0"W;803,0;VFR;VFR;9 24;Quadrado;18 m;4,00;Concreto;10/04/2024;PA2014-0867;https://pergamum.anac.gov.br/arquivos/PA2014-0867.pdf;;;;;;
SDNR;SP0391;Banco Santander;SÃO PAULO;São Paulo;Elevado;-23,652222;-46,713889;23°39'08.0"S;046°42'50.0"W;767,0;VFR;VFR;9 27;Quadrado;21 m;4,00;Concreto;24/09/2023;PA2018-0644;https://pergamum.anac.gov.br/arquivos/PA2018-0644.pdf;;;;;;
SIBQ;RJ0067;Barroco Lopes;MACAÉ;Rio de Janeiro;No solo;-22,322222;-41,745;22°19'20.0"S;041°44'42.0"W;10,0;VFR;VFR;28;Quadrado;24 m;6,00;Concreto;14/03/2028;PA2018-0728;https://pergamum.anac.gov.br/arquivos/PA2018-0728.pdf;;;;;;
SSCC;SC0087;SC401 Square Corporate;FLORIANÓPOLIS;Santa Catarina;No solo;-27,534444;-48,509722;27°32'04.0"S;048°30'35.0"W;35,0;VFR;VFR;3;Quadrado;18 m;3,00;Concreto;15/03/2028;PA2018-0830;https://pergamum.anac.gov.br/arquivos/PA2018-0830.pdf;;;;;;
SJNY;BA0208;Iberostar Praia do Forte;MATA DE SÃO JOÃO;Bahia;No solo;-12,549722;-37,990833;12°32'59.0"S;037°59'27.0"W;8,0;VFR;VFR;3 24;Quadrado;21 m;4,25;Concreto;28/11/2022;PA2018-1873;https://pergamum.anac.gov.br/arquivos/PA2018-1873.pdf;;;;;;
SWVL;SP0837;Volkswagen São Carlos;SÃO CARLOS;São Paulo;No solo;-22,063611;-47,874167;22°03'49.0"S;047°52'27.0"W;821,0;VFR;VFR;29;Quadrado;24 m;6,00;Concreto;11/09/2028;PA2018-2747;https://pergamum.anac.gov.br/arquivos/PA2018-2747.pdf;;;;;;
SIPX;SP0540;Gramado;CAMPINAS;São Paulo;No solo;-22,9075;-47,003611;22°54'27.0"S;047°00'13.0"W;730,0;VFR;VFR;22;Quadrado;20 m;4,00;Concreto;13/12/2029;PA2019-3720;https://pergamum.anac.gov.br/arquivos/PA2019-3720.pdf;;;;;;
SNAW;DF0015;SENAI/SESI/CNI;BRASÍLIA;Distrito Federal;Elevado;-15,790556;-47,879444;15°47'26.0"S;047°52'46.0"W;1152,0;IFR / VFR;IFR;4 22;Quadrado;19,5 m;4,00;Concreto;20/02/2025;PA2015-0434;https://pergamum.anac.gov.br/arquivos/PA2015-0434.pdf;;;;;;
SSIW;BA0219;Itamar Musse ;LAURO DE FREITAS;Bahia;No solo;-12,874722;-38,316667;12°52'29.0"S;038°19'00.0"W;16,0;VFR;VFR;12;Quadrado;20,6 m;4,30;Grama;21/09/2027;PA2017-3042;https://pergamum.anac.gov.br/arquivos/PA2017-3042.pdf;;;;;;
SIVI;SP0563;Monte Sinai;CAMPINAS;São Paulo;Elevado;-22,9125;-47,063889;22°54'45.5"S;047°03'50.9"W;733,0;VFR;VFR;10 31;Quadrado;24 m;5,00;Metálico;30/11/2021;PA2014-1397;https://pergamum.anac.gov.br/arquivos/PA2014-1397.pdf;;;;;;
SJCB;SP0602;Classic;SÃO PAULO;São Paulo;Elevado;-23,513611;-46,734167;23°30'49.0"S;046°44'03.0"W;731,0;VFR;VFR;30;Quadrado;20 m;4,00;Concreto;26/08/2021;PA2015-1168;https://pergamum.anac.gov.br/arquivos/PA2015-1168.pdf;;;;;;
SNQL;RJ0132;Piraquê I;RIO DE JANEIRO;Rio de Janeiro;Elevado;-22,864444;-43,341389;22°51'52.4"S;043°20'29.9"W;37,0;VFR;VFR;1;Quadrado;24 m;5,00;Concreto;02/07/2025;PA2015-1643;https://pergamum.anac.gov.br/arquivos/PA2015-1643.pdf;;;;;;
SWZZ;SC0101;Graer;JOINVILLE;Santa Catarina;No solo;-26,262778;-48,858056;26°15'46.0"S;048°51'29.0"W;12,0;VFR;VFR;4;Quadrado;21 m;3,00;Concreto;19/09/2022;PA2012-1892;https://pergamum.anac.gov.br/arquivos/PA2012-1892.pdf;;;;;;
SWTE;SP0831;WEST SIDE;BARUERI;São Paulo;Elevado;-23,503611;-46,849444;23°30'13.0"S;046°50'58.0"W;898,0;VFR;VFR;11 26;Quadrado;22 m;6,00;Concreto;01/07/2023;PA2013-1659;https://pergamum.anac.gov.br/arquivos/PA2013-1659.pdf;;;;;;
SDTM;SP0425;Crystal Tower;BARUERI;São Paulo;Elevado;-23,493333;-46,852778;23°29'36.0"S;046°51'10.0"W;865,0;VFR;VFR;13 31;Quadrado;18 m;3,00;Concreto;19/08/2030;PA2020-1962;https://pergamum.anac.gov.br/arquivos/PA2020-1962.pdf;;;;;;
SDFQ;RJ0037;Centro Empresarial Botafogo;RIO DE JANEIRO;Rio de Janeiro;No solo;-22,944444;-43,181667;22°56'40.0"S;043°10'54.0"W;57,0;VFR;VFR;10 28;Quadrado;21,5 m;4,00;Concreto;19/09/2022;PA2012-1893;https://pergamum.anac.gov.br/arquivos/PA2012-1893.pdf;;;;;;
SJIH;SP0625;Grande Hotel São Pedro;ÁGUAS DE SÃO PEDRO;São Paulo;No solo;-22,598889;-47,881111;22°35'56.0"S;047°52'52.0"W;491,0;VFR;VFR;29;Quadrado;21 m;5,00;Concreto;22/05/2025;PA2015-1223;https://pergamum.anac.gov.br/arquivos/PA2015-1223.pdf;;;;;;
SIPD;SP0537;Vitória Hotel Residence;CAMPINAS;São Paulo;Elevado;-22,902222;-47,048056;22°54'08.5"S;047°02'53.7"W;714,0;VFR;VFR;10 28;Quadrado;18 m;3,00;Metálico;28/01/2024;PA2014-0225;https://pergamum.anac.gov.br/arquivos/PA2014-0225.pdf;;;;;;
SWGE;PR0147;Green Technology;CAMPO LARGO;Paraná;No solo;-25,435278;-49,425833;25°26'07.6"S;049°25'33.4"W;978,0;VFR;VFR;14 32;Quadrado;20 m;9,00;Concreto;13/11/2023;PA2013-2971;https://pergamum.anac.gov.br/arquivos/PA2013-2971.pdf;;;;;;
SNHI;RN0013;Pólo Industrial;GUAMARÉ;Rio Grande do Norte;No solo;-5,1275;-36,384167;05°07'39.0"S;036°23'03.9"W;15,0;VFR;VFR;12 27;Quadrado;27 m;9,00;Concreto;16/01/2023;PA2013-0117;https://pergamum.anac.gov.br/arquivos/PA2013-0117.pdf;;;;;;
SDXH;SP0443;Gandini;ITU;São Paulo;No solo;-23,251389;-47,326944;23°15'05.0"S;047°19'37.0"W;587,0;VFR;VFR;27;Quadrado;20 m;4,00;Concreto;02/05/2023;PA2013-1094;https://pergamum.anac.gov.br/arquivos/PA2013-1094.pdf;;;;;;
SDZD;SP0457;ABB Sorocaba;SOROCABA;São Paulo;No solo;-23,425278;-47,361944;23°25'31.0"S;047°21'43.0"W;591,0;VFR;VFR;32;Quadrado;24 m;6,00;Concreto;31/10/2022;PA2012-2301;https://pergamum.anac.gov.br/arquivos/PA2012-2301.pdf;;;;;;
SJMB;RJ0108;Fazenda Mombaça;ANGRA DOS REIS;Rio de Janeiro;No solo;-23,016389;-44,288889;23°00'59.0"S;044°17'20.0"W;39,0;VFR;VFR;35;Quadrado;21 m;5,00;Concreto;17/06/2031;PA2021-5169;https://pergamum.anac.gov.br/arquivos/PA2021-5169.pdf;;;;;;
SIIL;BA0194;Civil Towers;SALVADOR;Bahia;Elevado;-12,989167;-38,448333;12°59'21.0"S;038°26'54.0"W;102,0;VFR;VFR;4 19;Quadrado;14 m;4,00;Concreto;09/10/2025;PA2015-2926;https://pergamum.anac.gov.br/arquivos/PA2015-2926.pdf;;;;;;
SJZK;RJ0123;Projac;RIO DE JANEIRO;Rio de Janeiro;No solo;-22,960278;-43,405833;22°57'37.0"S;043°24'21.0"W;27,0;VFR;VFR;34;Quadrado;21 m;10,00;Concreto;25/02/2031;PA2021-4226;https://pergamum.anac.gov.br/arquivos/PA2021-4226.pdf;;;;;;
SJXQ;RJ0120;Cargo Park;RIO DE JANEIRO;Rio de Janeiro;No solo;-22,815278;-43,283611;22°48'55.0"S;043°17'01.0"W;6,0;VFR;;4;Quadrado;24 m;6,00;Paralelepípedo;05/06/2025;PA2015-1337;https://pergamum.anac.gov.br/arquivos/PA2015-1337.pdf;;;;;;
SDZM;SP0459;Zimba D. Pedro I;ITATIBA;São Paulo;No solo;-23,033889;-46,733611;23°02'02.0"S;046°44'01.0"W;820,0;VFR;;11 29;Quadrado;19,5 m;6,00;Concreto;26/01/2025;PA2015-0178;https://pergamum.anac.gov.br/arquivos/PA2015-0178.pdf;;;;;;
SDYM;MG0222;Mater Dei - Contorno;BELO HORIZONTE;Minas Gerais;Elevado;-19,926944;-43,957778;19°55'37.0"S;043°57'28.0"W;945,0;VFR;VFR;9 27;Quadrado;24 m;6,00;Concreto;18/05/2025;PA2015-1169;https://pergamum.anac.gov.br/arquivos/PA2015-1169.pdf;;;;;;
SIQM;SP0542;Morumbi Corporate;SÃO PAULO;São Paulo;Elevado;-23,625;-46,701944;23°37'30.0"S;046°42'07.0"W;852,0;VFR;VFR;11;Quadrado;24 m;6,00;Concreto;27/03/2025;PA2015-0740;https://pergamum.anac.gov.br/arquivos/PA2015-0740.pdf;;;;;;
SJRZ;SP0656;João Domingues de Araújo;SÃO PAULO;São Paulo;Elevado;-23,604444;-46,693889;23°36'16.6"S;046°41'38.0"W;805,0;VFR;VFR;36;Quadrado;20 m;4,00;Concreto;18/04/2022;PA2014-2479;https://pergamum.anac.gov.br/arquivos/PA2014-2479.pdf;;;;;;
SITY;SP0557;Fazenda Santapazienza;ITATIBA;São Paulo;No solo;-23,068333;-46,826667;23°04'06.0"S;046°49'36.0"W;768,0;VFR;VFR;32;Quadrado;24 m;6,00;Concreto;02/12/2025;PA2015-3188;https://pergamum.anac.gov.br/arquivos/PA2015-3188.pdf;;;;;;
SIXQ;BA0198;Ford Camaçari;CAMAÇARI;Bahia;No solo;-12,673611;-38,273333;12°40'25.0"S;038°16'24.0"W;41,0;VFR;;7;Quadrado;29,25 m;10,00;Concreto;18/11/2025;PA2015-3051;https://pergamum.anac.gov.br/arquivos/PA2015-3051.pdf;;;;;;
SITO;SP0554;Berrini One;SÃO PAULO;São Paulo;Elevado;-23,598333;-46,690556;23°35'54.0"S;046°41'26.0"W;863,0;VFR;VFR;19;Quadrado;21 m;4,50;Concreto;18/11/2025;PA2015-3049;https://pergamum.anac.gov.br/arquivos/PA2015-3049.pdf;;;;;;
SIZV;MG0238;Sada;BETIM;Minas Gerais;No solo;-19,959722;-44,117222;19°57'35.0"S;044°07'02.9"W;962,0;VFR;;9;Quadrado;21 m;4,00;Asfalto;31/03/2024;PA2014-0767;https://pergamum.anac.gov.br/arquivos/PA2014-0767.pdf;;;;;;
SSDE;BA0316;Cardio Pulmonar;SALVADOR;Bahia;Elevado;-13,006111;-38,500278;13°00'22.0"S;038°30'01.0"W;57,6;VFR;VFR;6;Quadrado;;2,60;Concreto;17/06/2030;PA2020-1476;https://pergamum.anac.gov.br/arquivos/PA2020-1476.pdf;;;;;;
SJVT;BA0211;Alto do Rio Verde Trancoso;PORTO SEGURO;Bahia;No solo;-16,6;-39,096944;16°36'00.0"S;039°05'49.0"W;36,0;VFR;VFR;30;Quadrado;21 m;6,00;Grama;08/02/2027;PA2017-0317;https://pergamum.anac.gov.br/arquivos/PA2017-0317.pdf;;;;;;
SJHI;SP0622;Flow Water;CAMPOS DO JORDÃO;São Paulo;No solo;-22,75;-45,532778;22°45'00.0"S;045°31'58.0"W;1848,0;VFR;VFR;12;Quadrado;21 m;6,00;Concreto;07/05/2031;PA2021-4886;https://pergamum.anac.gov.br/arquivos/PA2021-4886.pdf;;;;;;
SDNN;SP0389;Birmann 21;SÃO PAULO;São Paulo;Elevado;-23,565278;-46,702222;23°33'55.3"S;046°42'08.2"W;840,0;VFR;VFR;1 22;Quadrado;18 m;3,00;Concreto;23/03/2031;PA2021-4438;https://pergamum.anac.gov.br/arquivos/PA2021-4438.pdf;;;;;;
SIFG;MG0226;Life Center;BELO HORIZONTE;Minas Gerais;Elevado;-19,935278;-43,924444;19°56'07.0"S;043°55'28.0"W;1002,0;VFR;VFR;22;Quadrado;18 m;3,00;Concreto;27/01/2022;PA2012-0201;https://pergamum.anac.gov.br/arquivos/PA2012-0201.pdf;;;;;;
SDOO;GO0155;Órion;GOIÂNIA;Goiás;Elevado;-16,696944;-49,269722;16°41'49.0"S;049°16'11.0"W;773,0;VFR;VFR;35;Quadrado;20 m;3,00;Concreto;20/07/2028;PA2018-2185;https://pergamum.anac.gov.br/arquivos/PA2018-2185.pdf;;;;;;
SJPH;SP0646;Royal Palm Hall;CAMPINAS;São Paulo;Elevado;-22,939722;-47,070833;22°56'23.0"S;047°04'15.0"W;726,0;VFR;VFR;33;Quadrado;22 m;5,00;Concreto;26/09/2028;PA2018-2929;https://pergamum.anac.gov.br/arquivos/PA2018-2929.pdf;;;;;;
SWDF;DF0019;Residência Oficial de Águas Claras II;BRASÍLIA;Distrito Federal;No solo;-15,8275;-48,023056;15°49'39.0"S;048°01'23.0"W;1122,0;VFR;VFR;12 28;Quadrado;35 m;10,00;Concreto;03/07/2024;PA2014-2124;https://pergamum.anac.gov.br/arquivos/PA2014-2124.pdf;;;;;;
